cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
1537470,Sc2SO2,194,3,3,No_perovskita,0.13
1537616,La1Mn0.5Ni4.5,191,3,3,No_perovskita,0.13
1537879,NdNi5,191,3,2,No_perovskita,0.13
1538035,Y(GeRu)2,139,3,3,No_perovskita,0.13
1538147,In2O3,206,3,2,No_perovskita,0.13
1538225,MnSbPd2,225,3,3,No_perovskita,0.13
1538704,La(MnSi)2,139,3,3,No_perovskita,0.13
1538941,Pr(SiPd)2,139,3,3,No_perovskita,0.13
1538946,Tm(SiPd)2,139,3,3,No_perovskita,0.13
1538950,Nd(SiPd)2,139,3,3,No_perovskita,0.13
1539020,Ti5Ge3,193,3,2,No_perovskita,0.13
1539151,La1.2Y0.8Mn4Si4,139,3,4,No_perovskita,0.13
1539511,InBr3,12,3,2,No_perovskita,0.13
1540972,PrCo5,191,3,2,No_perovskita,0.13
2001431,Cr(CuSe2)2,227,3,3,No_perovskita,0.13
2002148,Co3Cu3(TeO6)2,206,3,4,No_perovskita,0.13
2009932,NbSb2,12,3,2,No_perovskita,0.13
2020011,KTbS2,166,3,3,No_perovskita,0.13
2020016,KYbS2,166,3,3,No_perovskita,0.13
2105376,LaAg5,194,3,2,No_perovskita,0.13
2106250,U2BiN2,139,3,3,No_perovskita,0.13
2106966,CdP2,33,3,2,No_perovskita,0.13
2107099,YSeF,62,3,3,No_perovskita,0.13
2107153,NdSBr,14,3,3,No_perovskita,0.13
2203821,EuIBr,62,3,3,No_perovskita,0.13
2211384,Co7.992Cu16.008Te8O48,206,3,4,No_perovskita,0.13
2223736,Ba3.852Eu0.148I4Br4,62,3,4,No_perovskita,0.13
2230981,CaAlPt,62,3,3,No_perovskita,0.13
2310217,Ho5Sn3,193,3,2,No_perovskita,0.13
2310672,ZrGe2,63,3,2,No_perovskita,0.13
2310673,HfGe2,63,3,2,No_perovskita,0.13
4000651,Tb2InGe2,127,3,3,No_perovskita,0.13
4002403,Ca5Sb3,193,3,2,No_perovskita,0.13
4030789,RbYbS2,166,3,3,No_perovskita,0.13
4124924,Ca1.802Eu0.198Co3.812As4,139,3,4,No_perovskita,0.13
4318775,RbTbSe2,166,3,3,No_perovskita,0.13
4331420,BaTl3Au,139,3,3,No_perovskita,0.13
4331427,LuB2Ru3,191,3,3,No_perovskita,0.13
4334058,Ba(Cd2Pt)2,136,3,3,No_perovskita,0.13
4334059,Sr(Cd2Pt)2,136,3,3,No_perovskita,0.13
4334699,Tb4Al1.75Ge4.25,71,3,3,No_perovskita,0.13
5910078,MgZn2,194,3,2,No_perovskita,0.13
5910083,MnAlCu2,225,3,3,No_perovskita,0.13
7209384,EuInAu,62,3,3,No_perovskita,0.13
7209428,Cs1Au1Br4.0002,221,3,3,No_perovskita,0.13
7220792,Li2TeC2,164,3,3,No_perovskita,0.13
7221217,Ca(ZnP)2,164,3,3,No_perovskita,0.13
7221231,Li3Ga2,166,3,2,No_perovskita,0.13
7222616,YbSbPd,62,3,3,No_perovskita,0.13
8101624,YbAlRh,62,3,3,No_perovskita,0.13
8103391,CuAgS,63,3,3,No_perovskita,0.13
9006284,SiO2,82,3,2,No_perovskita,0.13
9006286,SiO2,33,3,2,No_perovskita,0.13
9008327,KMgSb,129,3,3,No_perovskita,0.13
9008339,CmS2,129,3,2,No_perovskita,0.13
9008340,CmSe2,129,3,2,No_perovskita,0.13
9008984,LiCN,62,3,3,No_perovskita,0.13
9009151,CuClO,14,3,3,No_perovskita,0.13
9014985,Mg14.88Si7.52O32,227,3,3,No_perovskita,0.13
9016398,NF2,53,3,2,No_perovskita,0.13
1001155,LiVCoO4,227,3,4,No_perovskita,0.14
1001244,Si3N4,176,3,2,No_perovskita,0.14
1001689,Ti0.96Fe0.98Cu3Sb1O9.12,206,3,5,No_perovskita,0.14
1008318,GdSI,174,3,3,No_perovskita,0.14
1008544,Pr(MnSi)2,139,3,3,No_perovskita,0.14
1008546,Nd(MnSi)2,139,3,3,No_perovskita,0.14
1509341,In0.72Ga3.28Ag4Se8,122,3,4,No_perovskita,0.14
1509507,SmZnAgP2,164,3,4,No_perovskita,0.14
1509908,BaAg5,191,3,2,No_perovskita,0.14
1510032,SrAg3Pd2,191,3,3,No_perovskita,0.14
1510076,EuCdAu,62,3,3,No_perovskita,0.14
1510155,La2Ga7Au,139,3,3,No_perovskita,0.14
1510305,YSnAu,186,3,3,No_perovskita,0.14
1510599,CaBiAu,216,3,3,No_perovskita,0.14
1510782,Nd0.71B2Rh3.29,189,3,3,No_perovskita,0.14
1510974,CeB2Ru3,191,3,3,No_perovskita,0.14
1521083,PrAlGe,109,3,3,No_perovskita,0.14
1521173,Yb(MnGe)2,139,3,3,No_perovskita,0.14
1522285,TaSiRh,62,3,3,No_perovskita,0.14
1522505,Yb5Pb3,193,3,2,No_perovskita,0.14
1522511,La0.5Y0.5Ni5,191,3,3,No_perovskita,0.14
1522629,TbFeNi4,191,3,3,No_perovskita,0.14
1522669,SmNi5,191,3,2,No_perovskita,0.14
1522795,PrSnPd,62,3,3,No_perovskita,0.14
1522796,SmSnPd,62,3,3,No_perovskita,0.14
1522798,GdSnPd,62,3,3,No_perovskita,0.14
1523096,CeAlPt,62,3,3,No_perovskita,0.14
1523140,LaZnNi4,191,3,3,No_perovskita,0.14
1523492,GdInPd2,225,3,3,No_perovskita,0.14
1523738,La1Ga1.2Ni3.8,191,3,3,No_perovskita,0.14
1523740,Nd1Ga1.5Ni3.5,191,3,3,No_perovskita,0.14
1523748,Yb1Ga1.6Ni3.4,191,3,3,No_perovskita,0.14
1523930,YPd2Pb,225,3,3,No_perovskita,0.14
1523974,Nd1Fe0.75Co4.25,191,3,3,No_perovskita,0.14
1524219,Nd1Co2.5Cu2.5,191,3,3,No_perovskita,0.14
1524332,Sm1Co2.5Ni2.5,191,3,3,No_perovskita,0.14
1524418,Ce1Co2.5Cu2.5,191,3,3,No_perovskita,0.14
1524473,Ce0.8Zr0.2Co5,191,3,3,No_perovskita,0.14
1524474,Pr0.9Hf0.1Co5,191,3,3,No_perovskita,0.14
1524504,TbCo5,191,3,2,No_perovskita,0.14
1524572,YbCu5,191,3,2,No_perovskita,0.14
1524975,CeFe5,191,3,2,No_perovskita,0.14
1525009,Ce0.43Sm0.57Fe1Ni4,191,3,4,No_perovskita,0.14
1525016,SmCo3Ni2,191,3,3,No_perovskita,0.14
1525029,EuNi5,191,3,2,No_perovskita,0.14
1525179,DySnPd,62,3,3,No_perovskita,0.14
1525180,CeSnPd,62,3,3,No_perovskita,0.14
1525187,Yb(MnSb)2,164,3,3,No_perovskita,0.14
1525431,Nb2Mo2N1.8,129,3,3,No_perovskita,0.14
1525622,Sr0.36Zr3.6Ti2.4Pb5.64O18,160,3,5,No_perovskita,0.14
1526315,ZrSbPd,62,3,3,No_perovskita,0.14
1527129,CeGa3Pd2,191,3,3,No_perovskita,0.14
1527268,LiGa2Ru,225,3,3,No_perovskita,0.14
1527282,CaInPt,62,3,3,No_perovskita,0.14
1527354,BaGePt,198,3,3,No_perovskita,0.14
1527382,La0.5Nd0.5Co5,191,3,3,No_perovskita,0.14
1527510,CeSnPd,33,3,3,No_perovskita,0.14
1527527,Tl3AsSe3,160,3,3,No_perovskita,0.14
1527808,EuZnSi,194,3,3,No_perovskita,0.14
1527847,Pr0.5Nd0.5Co5,191,3,3,No_perovskita,0.14
1528218,VSn2,70,3,2,No_perovskita,0.14
1528274,MgP4,14,3,2,No_perovskita,0.14
1530159,Ni2H,156,3,2,No_perovskita,0.14
1530590,TlSbSe2,65,3,3,No_perovskita,0.14
1531128,Zr3.528Ti4.824Ni3.624,194,3,3,No_perovskita,0.14
1531458,Pr2O3,164,3,2,No_perovskita,0.14
1531465,YbMnSi,62,3,3,No_perovskita,0.14
1531468,Yb4Mn4Si0.24Ge3.76,62,3,4,No_perovskita,0.14
1531471,Yb4Mn4Si0.348Ge3.652,62,3,4,No_perovskita,0.14
1531473,Pr2O3,206,3,2,No_perovskita,0.14
1532713,K2Pd1Br0.72Cl3.28,123,3,4,No_perovskita,0.14
1533647,Nd4Ga3.44Si4.56,74,3,3,No_perovskita,0.14
1533651,Nd4Ga2.84Si5.16,74,3,3,No_perovskita,0.14
1533846,HoSnPd,62,3,3,No_perovskita,0.14
1534750,YbInRh,62,3,3,No_perovskita,0.14
1535014,Cs2O,19,3,2,No_perovskita,0.14
1535401,YbSiIr,62,3,3,No_perovskita,0.14
1535520,SrSnPt,62,3,3,No_perovskita,0.14
1535546,La2Ni3.768P3.804,139,3,3,No_perovskita,0.14
1535719,KCN,8,3,3,No_perovskita,0.14
1536170,RbCuC2,131,3,3,No_perovskita,0.14
1536174,RbCuC2,123,3,3,No_perovskita,0.14
1536177,MgCuSb,216,3,3,No_perovskita,0.14
1536910,Nd4Mg3.544Rh4.456,62,3,3,No_perovskita,0.14
1536953,YbMgPd,62,3,3,No_perovskita,0.14
1537015,La(AlGe)2,164,3,3,No_perovskita,0.14
1537300,USeO,129,3,3,No_perovskita,0.14
1538943,Sm(SiPd)2,139,3,3,No_perovskita,0.14
1538949,La(SiPd)2,139,3,3,No_perovskita,0.14
1539345,Th(GePd)2,139,3,3,No_perovskita,0.14
1539347,Y(SiPd)2,139,3,3,No_perovskita,0.14
1539551,TbGeRh,62,3,3,No_perovskita,0.14
1539734,LaCe(SiPd)4,139,3,4,No_perovskita,0.14
1540056,Ta2Se,129,3,2,No_perovskita,0.14
1540902,CeAl2Pt3,191,3,3,No_perovskita,0.14
1541100,Li0.6Ce2Cu3.4Si4,139,3,4,No_perovskita,0.14
2019542,NaYS2,166,3,3,No_perovskita,0.14
2106138,TbCu5,191,3,2,No_perovskita,0.14
2106735,CaGaN,129,3,3,No_perovskita,0.14
2107004,CrP2,12,3,2,No_perovskita,0.14
2209681,TlBiS2,166,3,3,No_perovskita,0.14
2241797,TiBi2,70,3,2,No_perovskita,0.14
4000654,Yb2InGe2,127,3,3,No_perovskita,0.14
4001286,CeSbRh,62,3,3,No_perovskita,0.14
4002629,CeGeRh,62,3,3,No_perovskita,0.14
4124926,Ca1.69La0.31Co3.776As4,139,3,4,No_perovskita,0.14
4311684,Ti2CuS4,227,3,3,No_perovskita,0.14
4339983,Gd8Co10.12Si1.88,64,3,3,No_perovskita,0.14
4344128,FeO2,227,3,2,No_perovskita,0.14
5910104,Mg2CoO4,227,3,3,No_perovskita,0.14
7209442,Ca(BIr)2,70,3,3,No_perovskita,0.14
7221255,LiBeSb,186,3,3,No_perovskita,0.14
7222588,La2InCu2,127,3,3,No_perovskita,0.14
7222613,TaSiIr,62,3,3,No_perovskita,0.14
7222930,LiInSn,216,3,3,No_perovskita,0.14
7222982,NaLiTe,62,3,3,No_perovskita,0.14
8101057,Cu16.08Ni7.92Te8O48,206,3,4,No_perovskita,0.14
9004849,Bi2TeSe2,166,3,3,No_perovskita,0.14
9009189,USO,129,3,3,No_perovskita,0.14
9009208,GeRh2,62,3,2,No_perovskita,0.14
9012262,AsPdS,198,3,3,No_perovskita,0.14
9012269,PPdSe,60,3,3,No_perovskita,0.14
9014463,Mg15.04Si7.6O32,227,3,3,No_perovskita,0.14
9014846,Mg14.72Si7.6O32,227,3,3,No_perovskita,0.14
1008246,PdF2,198,3,2,No_perovskita,0.15
1010082,K2PdCl4,123,3,3,No_perovskita,0.15
1010624,NaIO2,141,3,3,No_perovskita,0.15
1011162,Ag3SbS3,161,3,3,No_perovskita,0.15
1509026,Ca2Al6.6Ag1.4,139,3,3,No_perovskita,0.15
1509093,Ba2Al7.36Ag0.64,139,3,3,No_perovskita,0.15
1509587,La2Ga6.704Ag1.296,139,3,3,No_perovskita,0.15
1510083,CeGeAu,186,3,3,No_perovskita,0.15
1510169,ScGeAu,186,3,3,No_perovskita,0.15
1510299,YSiAu,186,3,3,No_perovskita,0.15
1510615,CaGaAu,62,3,3,No_perovskita,0.15
1511190,LiBIr,70,3,3,No_perovskita,0.15
1511244,UBN,63,3,3,No_perovskita,0.15
1521734,TbSiPt,62,3,3,No_perovskita,0.15
1521736,TbGePt,62,3,3,No_perovskita,0.15
1522279,HfSiPd,62,3,3,No_perovskita,0.15
1522356,UMn2,74,3,2,No_perovskita,0.15
1522365,GdNi5,191,3,2,No_perovskita,0.15
1522667,PrMnNi4,191,3,3,No_perovskita,0.15
1522736,MgNi2Sn,225,3,3,No_perovskita,0.15
1523077,HfGaNi2,225,3,3,No_perovskita,0.15
1523099,HoGaNi,62,3,3,No_perovskita,0.15
1523103,Dy3(AlNi3)2,229,3,3,No_perovskita,0.15
1523105,Ho3(AlNi3)2,229,3,3,No_perovskita,0.15
1523139,La0.8Ti0.2Ni5,191,3,3,No_perovskita,0.15
1523285,Hf5Sn3,193,3,2,No_perovskita,0.15
1523746,Tb1Ga1.5Ni3.5,191,3,3,No_perovskita,0.15
1523957,YbGaCu4,191,3,3,No_perovskita,0.15
1524028,La0.5Y0.5Co5,191,3,3,No_perovskita,0.15
1524029,La0.5Y0.5Fe0.5Co4.5,191,3,4,No_perovskita,0.15
1524132,SmCo5,191,3,2,No_perovskita,0.15
1524440,Pr0.5Y0.5Co3Ni2,191,3,4,No_perovskita,0.15
1524442,Pr0.5Y0.5Co3.5Cu1.5,191,3,4,No_perovskita,0.15
1524446,Er(TiGa2)2,139,3,3,No_perovskita,0.15
1524472,Ce0.8Hf0.2Co5,191,3,3,No_perovskita,0.15
1524475,Pr0.9Ti0.1Co5,191,3,3,No_perovskita,0.15
1524476,Pr0.8Zr0.2Co5,191,3,3,No_perovskita,0.15
1524532,Cu2GeO4,141,3,3,No_perovskita,0.15
1524545,CeCu5,191,3,2,No_perovskita,0.15
1524824,TlBiF4,62,3,3,No_perovskita,0.15
1524911,Eu2Pb,62,3,2,No_perovskita,0.15
1524970,Pr0.7Tm0.3Co5,191,3,3,No_perovskita,0.15
1525014,Sm0.5Gd0.5Co2Ni3,191,3,4,No_perovskita,0.15
1525017,Sm0.5Y0.5Co2Ni3,191,3,4,No_perovskita,0.15
1525020,SmCo2Cu3,191,3,3,No_perovskita,0.15
1525043,Dy5Pb3,193,3,2,No_perovskita,0.15
1525271,ErGaCo,62,3,3,No_perovskita,0.15
1525342,NdFe5,191,3,2,No_perovskita,0.15
1526721,TbSiIr,62,3,3,No_perovskita,0.15
1527152,LaGa2Pt3,191,3,3,No_perovskita,0.15
1527153,NdGa2Pt3,191,3,3,No_perovskita,0.15
1527183,BaBr2,62,3,2,No_perovskita,0.15
1527798,BaCuBi,194,3,3,No_perovskita,0.15
1528416,KO2,14,3,2,No_perovskita,0.15
1528454,Li2PdO2,71,3,3,No_perovskita,0.15
1529069,Er(Ni2As)2,136,3,3,No_perovskita,0.15
1530655,RbCN,9,3,3,No_perovskita,0.15
1532208,Ca3(SiIr)4,217,3,3,No_perovskita,0.15
1533451,Nd2Mn3.7Fe0.3Ge4,139,3,4,No_perovskita,0.15
1535250,YbGeIr,62,3,3,No_perovskita,0.15
1535446,Sr4I2.4Br5.6,62,3,3,No_perovskita,0.15
1535450,Sr4I3.2Br4.8,62,3,3,No_perovskita,0.15
1536965,Ce2MgGe2,127,3,3,No_perovskita,0.15
1537017,Nd(AlGe)2,164,3,3,No_perovskita,0.15
1537030,Y(AlGe)2,164,3,3,No_perovskita,0.15
1537147,Ho2CdS4,227,3,3,No_perovskita,0.15
1537151,Er2CdSe4,227,3,3,No_perovskita,0.15
1537439,Cu3TeO6,206,3,3,No_perovskita,0.15
1537486,Mg2MnAs2,164,3,3,No_perovskita,0.15
1537583,VBrO,59,3,3,No_perovskita,0.15
1537889,Ga2TeSe2,109,3,3,No_perovskita,0.15
1538054,TlS,140,3,2,No_perovskita,0.15
1538346,CeSe2,14,3,2,No_perovskita,0.15
1538701,Ho(MnSi)2,139,3,3,No_perovskita,0.15
1539033,Mo3S4,148,3,2,No_perovskita,0.15
1540291,Ce4Si6.72,74,3,2,No_perovskita,0.15
1541025,DyCoSi2Rh,139,3,4,No_perovskita,0.15
1541355,Dy(MnSi)2,139,3,3,No_perovskita,0.15
2002292,Nb1.5Cu0.5O3.7,4,3,3,No_perovskita,0.15
2004123,NbAs2,12,3,2,No_perovskita,0.15
2020012,KDyS2,166,3,3,No_perovskita,0.15
2105803,KYS2,166,3,3,No_perovskita,0.15
2105804,RbYS2,166,3,3,No_perovskita,0.15
2240266,SrCdPt,62,3,3,No_perovskita,0.15
2310346,PbF2,62,3,2,No_perovskita,0.15
4002067,La2Co3.84As4,139,3,3,No_perovskita,0.15
4002407,Eu5Bi3,193,3,2,No_perovskita,0.15
4002635,CeGeIr,62,3,3,No_perovskita,0.15
4124108,TcO2,14,3,2,No_perovskita,0.15
4124925,Ca2Co3.748As4,139,3,3,No_perovskita,0.15
4318774,RbGdSe2,166,3,3,No_perovskita,0.15
4338303,Na2MgPb,194,3,3,No_perovskita,0.15
7209380,CeSnAu,186,3,3,No_perovskita,0.15
7209386,EuPAu,194,3,3,No_perovskita,0.15
7209387,EuSbAu,194,3,3,No_perovskita,0.15
7209404,Dy2InAu2,127,3,3,No_perovskita,0.15
7221338,Be2Fe,194,3,2,No_perovskita,0.15
7221368,Na2CuP,63,3,3,No_perovskita,0.15
8100914,Ca2PbAu2,127,3,3,No_perovskita,0.15
8102952,Eu2Ga3Ir,194,3,3,No_perovskita,0.15
8103405,Ag3AsSe3,161,3,3,No_perovskita,0.15
8103634,PrS2,14,3,2,No_perovskita,0.15
8103657,Eu2In,62,3,2,No_perovskita,0.15
8104349,K13.6Na2.4Al15.84Si32.16O96,230,3,5,No_perovskita,0.15
9003075,Mg13.312Fe2.064Si7.896O32,227,3,4,No_perovskita,0.15
9006848,Mg15.12Si7.84O32,227,3,3,No_perovskita,0.15
9008046,HgCl2,55,3,2,No_perovskita,0.15
9009070,ZrSO,198,3,3,No_perovskita,0.15
9009157,CuO2,63,3,2,No_perovskita,0.15
9011963,Bi6Te6.00003Se2.99997,166,3,3,No_perovskita,0.15
9014785,Mg15.04Si7.68O32,227,3,3,No_perovskita,0.15
1010019,SrBr2,62,3,2,No_perovskita,0.16
1010245,HgCl2,62,3,2,No_perovskita,0.16
1011223,ZnO2,19,3,2,No_perovskita,0.16
1509037,Sr2Al6.44Ag1.56,139,3,3,No_perovskita,0.16
1509351,GaAgSe2,122,3,3,No_perovskita,0.16
1509610,Nd2Ga6.304Ag1.696,139,3,3,No_perovskita,0.16
1509650,ScInAg2,225,3,3,No_perovskita,0.16
1509751,Ag17.478As6S18,161,3,3,No_perovskita,0.16
1510061,CaPAu,194,3,3,No_perovskita,0.16
1510120,DyGeAu,186,3,3,No_perovskita,0.16
1510166,LuGeAu,186,3,3,No_perovskita,0.16
1510171,YGeAu,186,3,3,No_perovskita,0.16
1510233,Mg2Au,62,3,2,No_perovskita,0.16
1521567,LuSiRh,62,3,3,No_perovskita,0.16
1521878,CeAsRh,62,3,3,No_perovskita,0.16
1522277,HfSiPt,62,3,3,No_perovskita,0.16
1522423,LuSnPd2,225,3,3,No_perovskita,0.16
1522659,UNiSn,216,3,3,No_perovskita,0.16
1523106,Sm3(AlNi3)2,229,3,3,No_perovskita,0.16
1523206,ThNi5,191,3,2,No_perovskita,0.16
1523226,YNi5,191,3,2,No_perovskita,0.16
1523239,Zr2(TiGa)3,193,3,3,No_perovskita,0.16
1523260,LaAl2Pt3,191,3,3,No_perovskita,0.16
1523283,ScSiNi,62,3,3,No_perovskita,0.16
1523490,ScGaNi2,225,3,3,No_perovskita,0.16
1523744,Sm1Ga1.5Ni3.5,191,3,3,No_perovskita,0.16
1524043,CeGaCu4,191,3,3,No_perovskita,0.16
1524045,Eu1Cu2.5Ni2.5,191,3,3,No_perovskita,0.16
1524330,Ti2Cu3,139,3,2,No_perovskita,0.16
1524505,SmCu5,191,3,2,No_perovskita,0.16
1524812,GdCo5,191,3,2,No_perovskita,0.16
1524971,Nd0.6Tm0.4Co5,191,3,3,No_perovskita,0.16
1525011,GdFeNi4,191,3,3,No_perovskita,0.16
1525019,Sm0.5Er0.5Co2Ni3,191,3,4,No_perovskita,0.16
1525257,Sm0.5Y0.5Co5,191,3,3,No_perovskita,0.16
1525503,Sm1Nb0.8Co3.2Cu1,191,3,4,No_perovskita,0.16
1525504,Sm1Co3.5Cu1.5,191,3,3,No_perovskita,0.16
1526440,NiTeO4,14,3,3,No_perovskita,0.16
1526442,CoTeO4,14,3,3,No_perovskita,0.16
1527127,LaGa3Pd2,191,3,3,No_perovskita,0.16
1527281,CaGaPt,62,3,3,No_perovskita,0.16
1527511,CeSnPt,33,3,3,No_perovskita,0.16
1527564,NdGaCo4,191,3,3,No_perovskita,0.16
1527743,UO3,38,3,2,No_perovskita,0.16
1527852,TlInSe2,140,3,3,No_perovskita,0.16
1528014,TbGaPt,62,3,3,No_perovskita,0.16
1528599,NbCrN,129,3,3,No_perovskita,0.16
1530414,SmCl2,62,3,2,No_perovskita,0.16
1530725,ErHCl,166,3,3,No_perovskita,0.16
1531432,Li2CO3,193,3,3,No_perovskita,0.16
1531461,Nd2O3,164,3,2,No_perovskita,0.16
1531955,KN2,36,3,2,No_perovskita,0.16
1532308,LaAsRh,109,3,3,No_perovskita,0.16
1532936,SmGeRu,62,3,3,No_perovskita,0.16
1534244,YbCl2,61,3,2,No_perovskita,0.16
1535452,SrIBr,62,3,3,No_perovskita,0.16
1535455,Sr4I4.8Br3.2,62,3,3,No_perovskita,0.16
1536132,VP4,15,3,2,No_perovskita,0.16
1536867,Cs2CuO2,139,3,3,No_perovskita,0.16
1537020,GdAlZnGe2,164,3,4,No_perovskita,0.16
1537728,HoNi5,191,3,2,No_perovskita,0.16
1538033,Tm(GeRu)2,139,3,3,No_perovskita,0.16
1538280,V5Ge3,193,3,2,No_perovskita,0.16
1538599,Ho(SiPd)2,139,3,3,No_perovskita,0.16
1538684,U5Ge3,193,3,2,No_perovskita,0.16
1539405,Na2PtO2,71,3,3,No_perovskita,0.16
1539644,ThTeO,129,3,3,No_perovskita,0.16
1539739,U(MnGe)2,139,3,3,No_perovskita,0.16
1541130,Ti5Si3,193,3,2,No_perovskita,0.16
1541619,SiCN,216,3,3,No_perovskita,0.16
2019541,NaLuS2,166,3,3,No_perovskita,0.16
2020013,KHoS2,166,3,3,No_perovskita,0.16
2106253,Th2BiN2,139,3,3,No_perovskita,0.16
2205175,CsYbSe2,194,3,3,No_perovskita,0.16
2310216,Ho5Pb3,193,3,2,No_perovskita,0.16
2310274,DyNi5,191,3,2,No_perovskita,0.16
2310838,Yb2SeO2,164,3,3,No_perovskita,0.16
4030786,RbHoS2,166,3,3,No_perovskita,0.16
4124306,RbCuTe,62,3,3,No_perovskita,0.16
4311686,Ba2Bi3,71,3,2,No_perovskita,0.16
7209434,Sr(BIr)2,70,3,3,No_perovskita,0.16
7209444,Ca(BRh)2,70,3,3,No_perovskita,0.16
7221353,Ba(ZnP)2,139,3,3,No_perovskita,0.16
8103890,SiTePt,61,3,3,No_perovskita,0.16
8103927,YCI,12,3,3,No_perovskita,0.16
8104090,Sc5Sn3,193,3,2,No_perovskita,0.16
9009201,ThSe2,62,3,2,No_perovskita,0.16
9009204,Re2P,62,3,2,No_perovskita,0.16
9012192,WS2,160,3,2,No_perovskita,0.16
1509200,AgAsSe2,166,3,3,No_perovskita,0.17
1509652,TbInAg2,225,3,3,No_perovskita,0.17
1509737,Nd1Cu2.5Ag2.5,191,3,3,No_perovskita,0.17
1509929,SrAg5,191,3,2,No_perovskita,0.17
1510821,TbB2Ru3,191,3,3,No_perovskita,0.17
1511415,Zr1.9998Fe11.1602Si1.88B0.96,217,3,4,No_perovskita,0.17
1521569,LuGeRh,62,3,3,No_perovskita,0.17
1521692,Nd(BC)2,127,3,3,No_perovskita,0.17
1521735,DySiPt,62,3,3,No_perovskita,0.17
1521737,DyGePt,62,3,3,No_perovskita,0.17
1521802,Pr0.1U0.9Al3Ni2,191,3,4,No_perovskita,0.17
1521806,Y0.1U0.9Al3Ni2,191,3,4,No_perovskita,0.17
1521807,Ce0.1U0.9Al3Ni2,191,3,4,No_perovskita,0.17
1522224,TmNi5,191,3,2,No_perovskita,0.17
1522425,TmSnPd2,225,3,3,No_perovskita,0.17
1522426,YTm3(SnPd2)4,225,3,4,No_perovskita,0.17
1522724,YFeNi4,191,3,3,No_perovskita,0.17
1523237,Hf2(TiGa)3,193,3,3,No_perovskita,0.17
1523261,NdAl2Pt3,191,3,3,No_perovskita,0.17
1523383,NbAlRu2,225,3,3,No_perovskita,0.17
1523741,Nd1Ga2.7Ni2.3,191,3,3,No_perovskita,0.17
1523743,Pr1Ga2.695Ni2.305,191,3,3,No_perovskita,0.17
1523967,Nd2O3,194,3,2,No_perovskita,0.17
1524015,GdCu5,191,3,2,No_perovskita,0.17
1524133,ErNi5,191,3,2,No_perovskita,0.17
1524216,Gd1Co2.5Cu2.5,191,3,3,No_perovskita,0.17
1524222,Ho1Co2.5Ni2.5,191,3,3,No_perovskita,0.17
1524281,Y1Co2.5Ni2.5,191,3,3,No_perovskita,0.17
1524282,Y1Cu2.5Ni2.5,191,3,3,No_perovskita,0.17
1525012,Gd0.5Tm0.5Fe1Ni4,191,3,4,No_perovskita,0.17
1525018,DyFeNi4,191,3,3,No_perovskita,0.17
1525268,GdGaCo,62,3,3,No_perovskita,0.17
1525394,Sc2FeS4,227,3,3,No_perovskita,0.17
1525429,DyCo5,191,3,2,No_perovskita,0.17
1525453,NbNO,14,3,3,No_perovskita,0.17
1526157,La(BC)2,127,3,3,No_perovskita,0.17
1526161,Pr(BC)2,127,3,3,No_perovskita,0.17
1526723,DySiIr,62,3,3,No_perovskita,0.17
1526725,HoSiIr,62,3,3,No_perovskita,0.17
1527769,K2Pb2O3,199,3,3,No_perovskita,0.17
1530038,TlCdS2,164,3,3,No_perovskita,0.17
1530246,Sr4.32Ca3.68Cl16,61,3,3,No_perovskita,0.17
1531334,Cu7.072Ni4Sn12S32,227,3,4,No_perovskita,0.17
1531464,Pm2O3,164,3,2,No_perovskita,0.17
1532550,Cd0.04Fe3.96O8,62,3,3,No_perovskita,0.17
1532553,Cd0.4Fe3.6O8,62,3,3,No_perovskita,0.17
1534460,Yb2O3,206,3,2,No_perovskita,0.17
1534602,CaSiNi2,194,3,3,No_perovskita,0.17
1535241,CeSiIr,198,3,3,No_perovskita,0.17
1535246,LuSiIr,62,3,3,No_perovskita,0.17
1536470,Yb2MgS4,227,3,3,No_perovskita,0.17
1536598,Yb(Fe2Ge)2,136,3,3,No_perovskita,0.17
1536647,Mg6.592In16.808S32,227,3,3,No_perovskita,0.17
1537026,Lu(AlGe)2,164,3,3,No_perovskita,0.17
1537971,MnNiSb,216,3,3,No_perovskita,0.17
1539469,TlInS2,194,3,3,No_perovskita,0.17
1539832,NdSm(MnGe)4,139,3,4,No_perovskita,0.17
1540787,LaGaNi,14,3,3,No_perovskita,0.17
1540869,La2Ni3,64,3,2,No_perovskita,0.17
2002987,Tl2.4In5.6Se8,140,3,3,No_perovskita,0.17
2002988,Tl3.2In4.8Se8,140,3,3,No_perovskita,0.17
2020014,KErS2,166,3,3,No_perovskita,0.17
2106220,Na2S,62,3,2,No_perovskita,0.17
2106982,Hg2GeO4,70,3,3,No_perovskita,0.17
2107015,LaSiIr,198,3,3,No_perovskita,0.17
2107016,LaSiPt,109,3,3,No_perovskita,0.17
2107218,La(BC)2,131,3,3,No_perovskita,0.17
2200401,PbIF,129,3,3,No_perovskita,0.17
2310700,NaO2,61,3,2,No_perovskita,0.17
4001133,Tm4Sn4.08Ge3.92,63,3,3,No_perovskita,0.17
4030787,RbErS2,166,3,3,No_perovskita,0.17
4312434,Zr4Si0.264Sb7.736,62,3,3,No_perovskita,0.17
4312435,Zr4Si0.44Sb7.54,62,3,3,No_perovskita,0.17
4324923,RbO2,36,3,2,No_perovskita,0.17
